Site;Competition;Species;Indv;Sample;Height;N_flowers;DiamCavity;LongLab;WidthLab;DepthLab;N_Fruits;N_Pollinia;FruitSet;PolliniaSet;PolliniaRemoval
Algaida;No;lingua;1;Algaida_lingua1;19.2;2;5.6;15.7;8.1;12.5;0;4;0;1;0
Algaida;No;lingua;2;Algaida_lingua2;14.8;2;6.1;15.6;8.8;15.1;0;4;0;1;0
Algaida;No;lingua;3;Algaida_lingua3;26.2;3;4.3;11.7;7.3;13.04;0;6;0;1;0
Algaida;No;lingua;4;Algaida_lingua4;21.6;3;5.2;12.8;7.3;12.3;0;6;0;1;0
Algaida;No;lingua;5;Algaida_lingua5;11;3;4.6;17.7;6.6;14.8;0;6;0;1;0
Algaida;No;lingua;6;Algaida_lingua6;16.6;3;5.2;17.4;7.7;14.3;0;6;0;1;0
Algaida;No;lingua;7;Algaida_lingua7;18.9;3;6;16.4;8.1;12.3;;;;;
Algaida;No;lingua;8;Algaida_lingua8;26.8;4;4.5;17.7;8.2;15.5;;;;;
Algaida;No;lingua;9;Algaida_lingua9;16.4;2;5;14.9;8.5;11.4;;;;;
Algaida;No;lingua;10;Algaida_lingua10;11.6;2;5.6;14.7;7.7;12.3;0;4;0;1;0
Algaida;No;lingua;11;Algaida_lingua11;12.1;2;5.6;14.7;8.3;10.1;0;4;0;1;0
Algaida;No;lingua;12;Algaida_lingua12;12.2;2;4.8;13.8;6.5;12.6;;;;;
Algaida;No;lingua;13;Algaida_lingua13;17.2;3;5.2;20;6.5;13.7;;;;;
Algaida;No;lingua;14;Algaida_lingua14;13.3;2;4.6;15;6.8;12.3;;;;;
Algaida;No;lingua;15;Algaida_lingua15;14.2;2;5.7;12.7;7.5;12.1;;;;;
Algaida;No;lingua;16;Algaida_lingua16;13.9;2;4.6;14.9;7.4;13.2;;;;;
Algaida;No;lingua;17;Algaida_lingua17;10.5;2;5.2;14.2;7.7;10.6;0;4;0;1;0
Algaida;No;lingua;18;Algaida_lingua18;10.5;2;4.1;11.9;7;11.8;;;;;
Algaida;No;lingua;19;Algaida_lingua19;12.9;2;5;16.6;8.9;14.6;;;;;
Algaida;No;lingua;20;Algaida_lingua20;17;2;5.1;14.3;7.1;11.6;;;;;
Algaida;No;lingua;21;Algaida_lingua21;20.1;2;5.2;16;6.4;14.5;;;;;
Algaida;No;lingua;22;Algaida_lingua22;22;4;4.5;18.9;9.3;11.1;0;8;0;1;0
Algaida;No;lingua;23;Algaida_lingua23;10.5;2;4.4;15.6;6;12;1;4;0.5;1;0
Algaida;No;lingua;24;Algaida_lingua24;14;2;4.3;15.2;7.6;12.3;0;4;0;1;0
Algaida;No;lingua;25;Algaida_lingua25;15.9;2;4.8;14.3;7.5;12.3;;;;;
Algaida;No;lingua;26;Algaida_lingua26;15.6;3;5;15.1;9.2;12.7;0;6;0;1;0
Algaida;No;lingua;27;Algaida_lingua27;20.2;3;5;16.8;8.3;11.5;;;;;
Algaida;No;lingua;28;Algaida_lingua28;22;3;5.1;14.7;7.4;13.4;;;;;
Algaida;No;lingua;29;Algaida_lingua29;28.4;3;5.4;13.9;6.8;13.7;;;;;
Algaida;No;lingua;30;Algaida_lingua30;32;5;5.3;10.2;4.8;13.1;0;10;0;1;0
Algaida;No;lingua;31;Algaida_lingua31;13.4;3;4.16;12.85;4.16;14.17;0;6;0;1;0
Algaida;No;lingua;32;Algaida_lingua32;12.4;2;6.32;13.1;6.18;14.67;0;4;0;1;0
Algaida;No;lingua;33;Algaida_lingua33;13.9;2;7.1;12.81;6.4;12.2;0;4;0;1;0
Algaida;No;lingua;34;Algaida_lingua34;15.7;2;4.41;9.49;5.85;10.03;0;4;0;1;0
Algaida;No;lingua;35;Algaida_lingua35;12.9;3;4.17;10.08;4.52;10.53;0;2;0;0.333333333;0.666666667
Algaida;No;lingua;36;Algaida_lingua36;10;3;3.72;11.63;4.71;10.28;0;6;0;1;0
Algaida;No;lingua;37;Algaida_lingua37;9.8;2;3.26;12.3;4.89;10.22;0;4;0;1;0
Algaida;No;lingua;38;Algaida_lingua38;9.2;2;2.69;8.69;3.23;7.87;0;4;0;1;0
Algaida;No;lingua;39;Algaida_lingua39;12;2;4.76;14.55;7.88;13.04;0;4;0;1;0
Algaida;No;lingua;40;Algaida_lingua40;8.9;2;5.35;11.68;5.83;10.9;0;4;0;1;0
Algaida;No;lingua;41;Algaida_lingua41;11.6;2;3.86;11.66;7.94;11.12;0;4;0;1;0
Algaida;No;lingua;42;Algaida_lingua42;11.4;2;4.56;12.59;7.57;10.81;0;2;0;0.5;0.5
Algaida;No;lingua;43;Algaida_lingua43;9.3;2;3.91;13.28;7.76;12.56;0;4;0;1;0
Algaida;No;lingua;44;Algaida_lingua44;9.2;2;2.83;12.8;4.5;10.3;0;4;0;1;0
Algaida;No;lingua;45;Algaida_lingua45;11.3;2;4.52;19.52;7.05;12.21;0;4;0;1;0
Algaida;No;lingua;46;Algaida_lingua46;19.9;3;4.15;11.79;7.51;12.78;;;;;
Algaida;No;lingua;47;Algaida_lingua47;13.4;3;3.53;10.79;3.69;11.83;;;;;
Algaida;No;lingua;48;Algaida_lingua48;15;3;4.41;9.94;5.45;9.56;;;;;
Algaida;No;lingua;49;Algaida_lingua49;11.6;2;4.61;13.28;6.61;12.69;;;;;
Algaida;No;lingua;50;Algaida_lingua50;12;2;4.17;12.8;7;11.51;;;;;
Algaida;No;lingua;51;Algaida_lingua51;13.4;3;4.19;15.73;8.93;14.33;;;;;
Algaida;No;lingua;52;Algaida_lingua52;13;2;3.69;12.78;7.21;11.21;;;;;
Algaida;No;lingua;53;Algaida_lingua53;12.8;2;3.88;11.34;6.32;12.54;;;;;
Algaida;No;lingua;54;Algaida_lingua54;21;2;4.96;11.13;7.14;12.81;;;;;
Algaida;No;lingua;55;Algaida_lingua55;19.5;2;9.8;12.25;7.09;13.03;;;;;
Algaida;No;lingua;56;Algaida_lingua56;16.5;2;4.15;13.58;7.09;12.54;;;;;
Algaida;No;lingua;57;Algaida_lingua57;18.8;2;4.64;11.77;8.9;12.42;;;;;
Algaida;No;lingua;58;Algaida_lingua58;17;2;3.9;10.15;5.03;9.72;;;;;
Algaida;No;lingua;59;Algaida_lingua59;21;3;3.99;10.4;6.68;9.55;;;;;
Algaida;No;lingua;60;Algaida_lingua60;14.8;4;4.48;12.75;7.81;10.75;;;;;
Bellver;No;lingua;1;Bellver_lingua1;13;2;5;12.6;7.3;13.4;0;4;0;1;0
Bellver;No;lingua;2;Bellver_lingua2;13.6;2;4.7;13;7.8;14.3;0;4;0;1;0
Bellver;No;lingua;3;Bellver_lingua3;11.4;2;4.7;12.7;8;12.7;0;4;0;1;0
Bellver;No;lingua;4;Bellver_lingua4;18.1;2;4.8;12.6;7.6;11.4;0;4;0;1;0
Bellver;No;lingua;5;Bellver_lingua5;16.8;3;4.5;13.1;8.6;12.4;;;;;
Bellver;No;lingua;6;Bellver_lingua6;14.7;2;5;11.5;6.7;11.5;;;;;
Bellver;No;lingua;7;Bellver_lingua7;10.4;2;4;10.7;7;11.3;0;4;0;1;0
Bellver;No;lingua;8;Bellver_lingua8;8.1;2;3.9;14.4;6.3;11.1;0;4;0;1;0
Bellver;No;lingua;9;Bellver_lingua9;20.5;3;4.2;12.9;7.5;12.1;0;6;0;1;0
Bellver;No;lingua;10;Bellver_lingua10;23.1;3;4.5;12.4;6.8;12;0;6;0;1;0
Bellver;No;lingua;11;Bellver_lingua11;20.7;3;4.3;12.6;7.5;11.6;0;5;0;0.833333333;0.166666667
Bellver;No;lingua;12;Bellver_lingua12;17.4;2;4.1;11.1;7.2;13.3;0;4;0;1;0
Bellver;No;lingua;13;Bellver_lingua13;15.6;2;4.4;12.2;6.3;11.9;0;4;0;1;0
Bellver;No;lingua;14;Bellver_lingua14;11.6;2;3.1;12.3;5.6;10.8;0;4;0;1;0
Bellver;No;lingua;15;Bellver_lingua15;5.4;2;3.4;10.4;5.7;10;0;4;0;1;0
Bellver;No;lingua;16;Bellver_lingua16;13;2;3.4;16.1;6;13;0;4;0;1;0
Bellver;No;lingua;17;Bellver_lingua17;14;2;4.3;11.3;7.5;11.8;;;;;
Bellver;No;lingua;18;Bellver_lingua18;15.6;2;4.6;11.3;7.7;11;0;4;0;1;0
Bellver;No;lingua;19;Bellver_lingua19;10.6;2;3.6;11.5;6.5;11.2;0;4;0;1;0
Bellver;No;lingua;20;Bellver_lingua20;8.9;2;3.9;13.6;6.4;11.7;;;;;
Bellver;No;lingua;21;Bellver_lingua21;8.1;2;4;12.1;5.4;10.7;0;4;0;1;0
Bellver;No;lingua;22;Bellver_lingua22;11.6;2;3.7;13.4;5.5;11.2;0;4;0;1;0
Bellver;No;lingua;23;Bellver_lingua23;13.1;2;4.3;10.2;7.7;11.5;0;4;0;1;0
Bellver;No;lingua;24;Bellver_lingua24;23.4;2;6.3;13.8;8.1;14.7;0;4;0;1;0
Bellver;No;lingua;25;Bellver_lingua25;12.4;2;4.6;14.2;6.1;11.1;0;2;0;0.5;0.5
Bellver;No;lingua;26;Bellver_lingua26;12.8;2;4.3;12;5;12.1;0;4;0;1;0
Bellver;No;lingua;27;Bellver_lingua27;13;2;4.6;10.4;4.7;12.4;;;;;
Bellver;No;lingua;28;Bellver_lingua28;10.9;2;3;11;6.1;9.3;0;4;0;1;0
Bellver;No;lingua;29;Bellver_lingua29;12.9;3;4;12.9;6.3;10.4;0;4;0;0.666666667;0.333333333
Bellver;No;lingua;30;Bellver_lingua30;16;3;4.1;12.1;6.8;11.8;0;6;0;1;0
Bellver;No;lingua;31;Bellver_lingua31;13.6;2;3.7;9.1;2.7;9.1;0;4;0;1;0
Bellver;No;lingua;32;Bellver_lingua32;9.4;2;4;10.4;3.1;9.2;0;4;0;1;0
Bellver;No;lingua;33;Bellver_lingua33;14.7;2;4.5;11.5;5.1;8.9;0;4;0;1;0
Bellver;No;lingua;34;Bellver_lingua34;20.2;3;2.8;11.1;3.1;9.7;0;6;0;1;0
Bellver;No;lingua;35;Bellver_lingua35;18.4;3;4.2;13.2;4;10.7;0;6;0;1;0
Bellver;No;lingua;36;Bellver_lingua36;17.5;3;4.4;12.2;5;11.7;0;6;0;1;0
Bellver;No;lingua;37;Bellver_lingua37;22.5;3;5.1;4.5;4.2;10.9;0;6;0;1;0
Bellver;No;lingua;38;Bellver_lingua38;11.5;3;3.6;9.9;4.5;8.9;0;6;0;1;0
Bellver;No;lingua;39;Bellver_lingua39;19.3;3;4.8;15.5;5.2;12.1;0;6;0;1;0
Bellver;No;lingua;40;Bellver_lingua40;19;4;5.9;13.1;5;12.1;0;7;0;0.875;0.125
Bellver;No;lingua;41;Bellver_lingua41;15.5;3;4.1;12.1;5;10.6;0;6;0;1;0
Bellver;No;lingua;42;Bellver_lingua42;20.5;3;4.5;12;4.9;10.6;0;6;0;1;0
Bellver;No;lingua;43;Bellver_lingua43;12.6;3;4.5;12.9;4.1;11.1;0;6;0;1;0
Bellver;No;lingua;44;Bellver_lingua44;19.4;3;4.4;13.4;4.6;11.5;0;6;0;1;0
Bellver;No;lingua;45;Bellver_lingua45;14.4;3;5;13.9;5.7;13.4;0;6;0;1;0
Bellver;No;lingua;46;Bellver_lingua46;15.6;2;5;13.1;6.9;12.8;0;4;0;1;0
Bellver;No;lingua;47;Bellver_lingua47;13.1;2;3.9;11;5.6;12.2;0;3;0;0.75;0.25
Bellver;No;lingua;48;Bellver_lingua48;18.4;3;3.9;14.2;4;13.2;0;6;0;1;0
Bellver;No;lingua;49;Bellver_lingua49;15.1;3;5.3;13.4;6.8;13.9;0;6;0;1;0
Bellver;No;lingua;50;Bellver_lingua50;15.1;2;4;11.7;6.6;13.2;0;4;0;1;0
Bellver;No;lingua;51;Bellver_lingua51;15.5;2;4.8;13.1;6.7;13.7;0;4;0;1;0
Bellver;No;lingua;52;Bellver_lingua52;15.3;2;5.3;11.8;6.4;13.8;0;4;0;1;0
Bellver;No;lingua;53;Bellver_lingua53;18;3;4.8;12.2;5.7;13.7;0;6;0;1;0
Bellver;No;lingua;54;Bellver_lingua54;15;2;5.5;10.6;6.9;14.8;0;4;0;1;0
Bellver;No;lingua;55;Bellver_lingua55;12.3;2;4.1;11;6.4;11.8;0;4;0;1;0
Bellver;No;lingua;56;Bellver_lingua56;11.9;2;4.5;11.3;5.4;11.8;0;4;0;1;0
Bellver;No;lingua;57;Bellver_lingua57;16.7;2;4.2;12.5;6.8;13.7;0;4;0;1;0
Bellver;No;lingua;58;Bellver_lingua58;15.6;4;5.4;12.4;5.5;13.2;0;8;0;1;0
Bellver;No;lingua;59;Bellver_lingua59;12.6;2;4.9;8.9;6.3;12.2;;;;;
Bellver;No;lingua;60;Bellver_lingua60;18.8;2;5.2;13.6;5.1;13;1;4;0.5;1;0
Bellver2;No;lingua;1;Bellver2_lingua1;19.5;2;5;10;5;11;0;4;0;1;0
Bellver2;No;lingua;2;Bellver2_lingua2;17.5;2;6;14;8;12;0;4;0;1;0
Bellver2;No;lingua;3;Bellver2_lingua3;15.5;3;4;11;6;13;0;6;0;1;0
Bellver2;No;lingua;4;Bellver2_lingua4;17;2;5;11;5;11;0;4;0;1;0
Bellver2;No;lingua;5;Bellver2_lingua5;17;2;12;13;9;11;0;4;0;1;0
Bellver2;No;lingua;6;Bellver2_lingua6;13;2;4;6;4;13;0;4;0;1;0
Bellver2;No;lingua;7;Bellver2_lingua7;21.5;3;5;10;4;11;0;6;0;1;0
Bellver2;No;lingua;8;Bellver2_lingua8;18;2;6;13;6;11;0;4;0;1;0
Bellver2;No;lingua;9;Bellver2_lingua9;17;2;6;9;4;10;0;4;0;1;0
Bellver2;No;lingua;10;Bellver2_lingua10;16;2;5;10;6;9;0;4;0;1;0
Bellver2;No;lingua;11;Bellver2_lingua11;17;2;6;8;4;9;0;4;0;1;0
Bellver2;No;lingua;12;Bellver2_lingua12;22;2;6;13;9;11;0;4;0;1;0
Bellver2;No;lingua;13;Bellver2_lingua13;24.5;2;4;12;6;10;0;4;0;1;0
Bellver2;No;lingua;15;Bellver2_lingua15;17.5;2;6;10;6;9;0;4;0;1;0
Bellver2;No;lingua;16;Bellver2_lingua16;19.5;3;5;8;4;8;0;6;0;1;0
Bellver2;No;lingua;17;Bellver2_lingua17;20.5;2;5;11;5;9;0;4;0;1;0
Bellver2;No;lingua;18;Bellver2_lingua18;19;2;5;9;4;8;0;4;0;1;0
Bellver2;No;lingua;19;Bellver2_lingua19;21.5;2;5;7;4;7;0;4;0;1;0
Bellver2;No;lingua;20;Bellver2_lingua20;20.5;2;6;12;8;10;0;2;0;0.5;0.5
Bellver2;No;lingua;21;Bellver2_lingua21;17;2;5;11;6;10;0;4;0;1;0
Bellver2;No;lingua;22;Bellver2_lingua22;17;1;7;8;4;11;0;2;0;1;0
Bellver2;No;lingua;23;Bellver2_lingua23;13;1;6;11;5;9;0;2;0;1;0
Bellver2;No;lingua;24;Bellver2_lingua24;16;2;5;11;6;10;;;;;
Bellver2;No;lingua;25;Bellver2_lingua25;22;4;4;11;6;8;0;4;0;0.5;0.5
Bellver2;No;lingua;26;Bellver2_lingua26;;2;6;16;8;11;0;;0;0;1
Bellver2;No;lingua;27;Bellver2_lingua27;;2;4;9;4;10;0;4;0;1;0
Bellver2;No;lingua;28;Bellver2_lingua28;20;4;6;11;6;10;0;8;0;1;0
Bellver2;No;lingua;29;Bellver2_lingua29;20;2;6;12;6;8;;;;;
Bellver2;No;lingua;30;Bellver2_lingua30;16;2;6;9;4;7;1;2;0.5;0.5;0.5
Burguesa;No;lingua;1;Burguesa_lingua1;7;2;4.8;12.2;5.9;11.7;0;4;0;1;0
Burguesa;No;lingua;2;Burguesa_lingua2;11.5;2;4.7;11.1;6.4;11.5;;;;;
Burguesa;No;lingua;3;Burguesa_lingua3;10;1;4.1;11.9;5.2;11.5;;;;;
Burguesa;No;lingua;4;Burguesa_lingua4;9;2;4.9;12.3;5.3;11;;;;;
Burguesa;No;lingua;5;Burguesa_lingua5;10;1;3.4;9.8;5.9;12.2;;;;;
Burguesa;No;lingua;6;Burguesa_lingua6;11.5;2;3.9;11.5;7.2;13.3;0;4;0;1;0
Burguesa;No;lingua;7;Burguesa_lingua7;7.5;2;4.6;9.9;7.4;11;0;4;0;1;0
Burguesa;No;lingua;8;Burguesa_lingua8;10;1;3.5;9.2;6.3;9.2;0;2;0;1;0
Burguesa;No;lingua;9;Burguesa_lingua9;8;1;4.2;10.3;6;10.3;;;;;
Burguesa;No;lingua;10;Burguesa_lingua10;11;2;5.1;13.1;7.4;12.3;;;;;
Burguesa;No;lingua;11;Burguesa_lingua11;8;2;4.5;10.3;7;11.2;0;4;0;1;0
Burguesa;No;lingua;12;Burguesa_lingua12;9;1;3.9;10.3;6.2;12.3;;;;;
Burguesa;No;lingua;13;Burguesa_lingua13;6;1;3.9;12.3;6.6;10.7;0;2;0;1;0
Burguesa;No;lingua;14;Burguesa_lingua14;7.5;1;4.2;11.3;7;11.4;;;;;
Burguesa;No;lingua;15;Burguesa_lingua15;7;1;4.2;11.9;6.7;11.1;0;2;0;1;0
Burguesa;No;lingua;16;Burguesa_lingua16;11.5;1;3.8;9.9;6.8;11.3;0;2;0;1;0
Burguesa;No;lingua;17;Burguesa_lingua17;7.5;1;3.8;9;6.9;10.5;0;2;0;1;0
Burguesa;No;lingua;18;Burguesa_lingua18;6;1;4.5;10.8;6.4;10.2;0;2;0;1;0
Burguesa;No;lingua;19;Burguesa_lingua19;9;1;4.5;11;5.9;10.2;;;;;
Burguesa;No;lingua;20;Burguesa_lingua20;7;2;4.8;9.7;7.3;11.7;0;4;0;1;0
Burguesa;No;lingua;21;Burguesa_lingua21;6.5;2;3.9;9.9;6.1;10.9;0;4;0;1;0
Burguesa;No;lingua;22;Burguesa_lingua22;6;1;3.6;9.8;5.4;6.1;0;2;0;1;0
Burguesa;No;lingua;23;Burguesa_lingua23;7.5;2;4.4;10.6;7.6;10.3;;;;;
Burguesa;No;lingua;24;Burguesa_lingua24;8.5;2;4.6;9.4;9.1;10.7;0;4;0;1;0
Burguesa;No;lingua;25;Burguesa_lingua25;8;2;5.5;8.4;6.5;12.1;0;4;0;1;0
Burguesa;No;lingua;26;Burguesa_lingua26;9;2;6.3;10.9;7.2;10;0;4;0;1;0
Burguesa;No;lingua;27;Burguesa_lingua27;14.5;2;4.4;12.1;8.9;11;;;;;
Burguesa;No;lingua;28;Burguesa_lingua28;6.5;2;5;12.6;8.3;9.4;0;4;0;1;0
Burguesa;No;lingua;29;Burguesa_lingua29;4.5;1;4.8;9;7.7;9.1;0;2;0;1;0
Burguesa;No;lingua;30;Burguesa_lingua30;5.5;1;4.9;10.6;6.9;9.1;0;2;0;1;0
Caubet;Yes;lingua;1;Caubet_lingua1;22.5;3;5.05;15.6;6.5;12.78;0;6;0;1;0
Caubet;Yes;lingua;2;Caubet_lingua2;20.3;2;4.8;13.3;7.4;10.3;0;4;0;1;0
Caubet;Yes;lingua;3;Caubet_lingua3;20.5;3;4.78;13.75;7.2;13.13;0;6;0;1;0
Caubet;Yes;lingua;4;Caubet_lingua4;18.5;3;4.5;14.9;6.1;13.5;0;6;0;1;0
Caubet;Yes;lingua;5;Caubet_lingua5;33;4;4.5;13.94;7.48;13.35;0;8;0;1;0
Caubet;Yes;lingua;6;Caubet_lingua6;24.5;3;3.3;13.3;6.1;12.7;0;6;0;1;0
Caubet;Yes;lingua;7;Caubet_lingua7;25.6;3;4.37;11.8;7.19;12.34;0;6;0;1;0
Caubet;Yes;lingua;8;Caubet_lingua8;27;3;6.6;20;8.3;15;0;6;0;1;0
Caubet;Yes;lingua;9;Caubet_lingua9;20;2;5.71;18.5;8.11;14.98;0;4;0;1;0
Caubet;Yes;lingua;10;Caubet_lingua10;23.5;2;6.7;18.5;7.3;14.2;0;4;0;1;0
Caubet;Yes;lingua;11;Caubet_lingua11;29;3;6.08;21.5;9.4;14.82;0;6;0;1;0
Caubet;Yes;lingua;12;Caubet_lingua12;17.5;2;5;10.5;6.2;11.3;0;2;0;0.5;0.5
Caubet;Yes;lingua;13;Caubet_lingua13;26;3;3.95;14.08;7.13;12.94;0;6;0;1;0
Caubet;Yes;lingua;14;Caubet_lingua14;24.5;5;4.9;11.9;5.6;12.9;0;10;0;1;0
Caubet;Yes;lingua;15;Caubet_lingua15;17.5;1;4.5;12.24;5.72;12.12;0;2;0;1;0
Caubet;Yes;lingua;16;Caubet_lingua16;21.5;4;6.3;12.6;6;13.4;0;8;0;1;0
Caubet;Yes;lingua;17;Caubet_lingua17;30;5;5.6;13.7;4.5;12.6;0;10;0;1;0
Caubet;Yes;lingua;18;Caubet_lingua18;32;5;5.3;13.4;6.8;11.9;0;8;0;0.8;0.2
Caubet;Yes;lingua;19;Caubet_lingua19;23.5;4;6.2;13.5;5.2;12.3;0;8;0;1;0
Caubet;Yes;lingua;20;Caubet_lingua20;18;2;4.7;11.9;6.2;12.1;0;4;0;1;0
Caubet;Yes;lingua;21;Caubet_lingua21;19.5;3;4.7;8.3;4.8;10.1;0;6;0;1;0
Caubet;Yes;lingua;22;Caubet_lingua22;13.5;2;5.8;14.1;8;13.2;;;;;
Caubet;Yes;lingua;23;Caubet_lingua23;17.5;2;5.7;12.1;6.5;12.2;0;4;0;1;0
Caubet;Yes;lingua;24;Caubet_lingua24;24.5;3;4.6;11.3;3.1;9.4;0;6;0;1;0
Caubet;Yes;lingua;25;Caubet_lingua25;19.5;4;4.4;10.4;5.1;12.3;0;8;0;1;0
Caubet;Yes;lingua;26;Caubet_lingua26;29.5;4;4.9;11.1;6;14.8;0;8;0;1;0
Caubet;Yes;lingua;27;Caubet_lingua27;28;4;6;12.3;5.4;12.1;0;8;0;1;0
Caubet;Yes;lingua;28;Caubet_lingua28;33;4;4.7;13.5;4.1;15.5;0;8;0;1;0
Caubet;Yes;lingua;29;Caubet_lingua29;26.5;3;6.2;12.5;6.5;15.4;0;6;0;1;0
Caubet;Yes;lingua;30;Caubet_lingua30;26;3;5.1;10.7;5.5;12.5;0;6;0;1;0
Caubet;Yes;parviflora;1;Caubet_parviflora1;14;2;2.5;9.05;4.05;8.11;2;4;1;1;0
Caubet;Yes;parviflora;2;Caubet_parviflora2;20.5;3;3.3;6.8;3.9;7.9;3;6;1;1;0
Caubet;Yes;parviflora;3;Caubet_parviflora3;24;4;3.19;9.13;4.78;9.81;4;8;1;1;0
Caubet;Yes;parviflora;4;Caubet_parviflora4;10;2;2.8;7.1;3.9;8.9;2;4;1;1;0
Caubet;Yes;parviflora;5;Caubet_parviflora5;15.5;3;2.63;8.35;3.69;8.81;3;4;1;0.666666667;0.333333333
Caubet;Yes;parviflora;6;Caubet_parviflora6;19;3;3;8.1;3.7;8.6;3;6;1;1;0
Caubet;Yes;parviflora;7;Caubet_parviflora7;19.5;3;2.22;6.73;3.73;9.12;3;6;1;1;0
Caubet;Yes;parviflora;8;Caubet_parviflora8;14;2;2.89;6.06;3.19;9.39;2;4;1;1;0
Caubet;Yes;parviflora;9;Caubet_parviflora9;12;2;2.6;9;2.9;8.6;2;4;1;1;0
Caubet;Yes;parviflora;10;Caubet_parviflora10;15.3;3;2.62;7.28;3.1;7.37;3;6;1;1;0
Caubet;Yes;parviflora;11;Caubet_parviflora11;17.5;4;2.4;6.2;3.3;8.5;4;8;1;1;0
Caubet;Yes;parviflora;12;Caubet_parviflora12;24.5;4;3.6;8.3;2.7;9.7;4;8;1;1;0
Caubet;Yes;parviflora;13;Caubet_parviflora13;14.5;3;2.18;8.5;3.95;8.53;3;6;1;1;0
Caubet;Yes;parviflora;14;Caubet_parviflora14;15;3;2.63;9.74;3.8;8.59;3;6;1;1;0
Caubet;Yes;parviflora;15;Caubet_parviflora15;23.5;4;3.02;9.52;3.85;9.23;4;8;1;1;0
Caubet;Yes;parviflora;16;Caubet_parviflora16;8.8;3;2.63;6.81;4.09;7.43;3;6;1;1;0
Caubet;Yes;parviflora;17;Caubet_parviflora17;7;2;3.4;5.2;2.2;6.7;0;;0;0;1
